DMS_id,Spearman,AUC,MCC,NDCG,AP
4D5_HER2_fitness_1N8Z,0.3171661701536,0.8149744719756739,0.4551282051282051,0.9350497885498854,0.4084422227579843
5A12_Ang2_fitness_4ZFG,0.25495126681182917,0.6605666108734733,0.21582046990267187,0.785125278607526,0.2742428511998205
5A12_VEGF_fitness_4ZFF,0.7229788469585215,0.7412278815212395,0.12035013811043976,0.7457491366202434,0.1896377972861865
Z-domain_ZpA963_HL1_fitness_2M5A,0.8691751794329748,0.9573734552192776,0.6028106888239216,0.9707185389089676,0.7015131593198559
Z-domain_ZpA963_HL2_fitness_2M5A,0.6449453649856076,0.8012345679012346,0.37037037037037035,0.8837146442445657,0.37723152237151825
Z-domain_ZSPA-1_LL1_fitness_1LP1,0.649020659163885,0.899516585412873,0.4332235699125793,0.8968503899463197,0.47338542843527265
Z-domain_ZSPA-1_LL2_fitness_1LP1,0.7976114705418917,0.9275958405022617,0.46921645511206317,0.9278234005738033,0.5135105739617098
CXCR4_CXCL12_enrich_8U4O,0.37320812701071027,0.6657315768380094,0.08955364128001299,0.6808571924993332,0.1590553846593799
hYAP65_peptide_FunctioncalScore_1JMQ,0.6232479802257541,0.8225342830609976,0.30471310157129616,0.8346721251975088,0.3419686762007201
GB1_IgG-Fc_fitness_1FCC,0.9474416887010877,0.9707098136256785,0.6989274064536937,0.9726062109481468,0.8182329115653739
GB1_IgG-Fc_fitness_1FCC_2016,0.8213313737488105,0.9434857949213638,0.5516391455419772,0.9539624219213381,0.6236831936849169
SARS2-RBD_ACE2_deltaKd_6M0J,0.8980310309239874,0.9496072799407976,0.5922036178939865,0.952795479429823,0.6423356067565634
KRAS_DARPinK27_norfitness_5O2S,0.8383324534914329,0.9077737708463091,0.4944641190757349,0.9269419717589389,0.5605131747135743
KRAS_PICK3CG-RBD_norfitness_1HE8,0.8913014933007842,0.9420653150443562,0.5933666061000782,0.9475913528630056,0.7071285090645403
KRAS_RAF1_norfitness_6VJJ,0.8781738414823582,0.9547842991849094,0.5907708729590591,0.9578875176895872,0.6832409848306833
KRAS_RAF1-RBD_norfitness_6VJJ,0.8983033228251349,0.9369968320545846,0.5616769395500194,0.942062949475514,0.650776371538992
KRAS_RALGDS-RBD_norfitness_1LFD,0.902722678740046,0.936270220046289,0.5558857428844295,0.9436847951570188,0.6382229409439074
KRAS_SOS1_norfitness_8BE4,0.8395913363593793,0.9021432264451641,0.4687330187073383,0.9162411951445392,0.5348242843600812
BH3_Mcl-1_normed_3KZ0,0.8685055384108392,0.9625701551667216,0.6152195444040938,0.9587067263252729,0.7297892848959413
BH3_Bcl-xL_normed_1PQ1,0.9166146454302895,0.9442885440739517,0.6579729283591944,0.9584435088155536,0.6585205778338367
HLA-A2_TAPBPR_meanscore_5WER,0.7499023688616722,0.8586380162993607,0.34978745355971885,0.8550502405378838,0.43219583559088615
PSD95_CRIPT_1BE9,0.805528254483658,0.8818610003479006,0.43729315527961393,0.9074073478814018,0.49212512470461095
PSD95_Tm2F_1BE9,0.7008475467865005,0.7937395741340398,0.3317856218945415,0.8745555345891288,0.35345165452469773
ACE2_SARS2-RBD_enrich_6M17,0.7361039849482698,0.7997263059662513,0.4367195715608917,0.8972890930351506,0.5106371490151856
CD19_FMC63_Fitness_7URV,0.813092871477903,0.839669238920028,0.3023338495166003,0.8586794677918513,0.3530039188071385
