DMS_id,Spearman,AUC,MCC,NDCG,AP
CXCR4_CXCL12_enrich_8U4O,0.09633760354150302,0.5297529768281857,0.01202654959861671,0.5595091730077287,0.10982632392833011
hYAP65_peptide_FunctioncalScore_1JMQ,0.37833492423338505,0.7250663129973475,0.04177718832891247,0.6099547319980536,0.19735883943530755
GB1_IgG-Fc_fitness_1FCC,0.3178331178999542,0.6509235362582865,0.07897373614695613,0.6586187908843063,0.15884619580921147
SARS2-RBD_ACE2_deltaKd_6M0J,0.12762737997980725,0.5176316389589453,0.016103066853015487,0.5614590299679937,0.10863813066128261
KRAS_DARPinK27_norfitness_5O2S,0.2050870520851636,0.6218908151179068,-0.027094104750691517,0.4997949738509345,0.12430088025628509
KRAS_PICK3CG-RBD_norfitness_1HE8,0.2147230841959418,0.6153055172941536,0.10353535353535354,0.6043536856304228,0.1504981938348951
KRAS_RAF1_norfitness_6VJJ,0.10770100417459183,0.5564321055525014,-0.027173486216916672,0.44946797962005663,0.10600515052934376
KRAS_RAF1-RBD_norfitness_6VJJ,0.21056635272854823,0.6328721954120574,0.12432243156228766,0.5907292309094424,0.16426289027413155
KRAS_RALGDS-RBD_norfitness_1LFD,0.22932068852050402,0.603820532579844,0.04554328281530953,0.49063352031552004,0.13448636193591612
KRAS_SOS1_norfitness_8BE4,0.2193349630613939,0.5825804637641181,0.07456547533788503,0.6119463168106518,0.1422300143640519
BH3_Mcl-1_normed_3KZ0,0.049048407612739105,0.5832696715049657,-0.04507257448433919,0.6746116079594242,0.11865409549937955
BH3_Bcl-xL_normed_1PQ1,0.5954592363261095,0.8475935828877005,0.346829640947288,0.8709457270952597,0.40218434235588196
HLA-A2_TAPBPR_meanscore_5WER,0.28229929999472275,0.6806242962654326,0.12088609792513008,0.6514587619116263,0.16688089413514395
PSD95_CRIPT_1BE9,0.28028109636451587,0.5949010267526605,0.09263521288837745,0.6613575353974595,0.17687915856979147
PSD95_Tm2F_1BE9,0.19811541240938496,0.5602871517649263,0.050432199534348486,0.6147738703615926,0.12779433691181308
ACE2_SARS2-RBD_enrich_6M17,0.15309433936850456,0.5975281644857036,0.07642308129803864,0.6217214138310617,0.1366965986654985
CD19_FMC63_Fitness_7URV,0.12801275544253932,0.5318386334172196,0.032855436081242535,0.5964573930811136,0.11448257168071792
