DMS_id,Spearman,AUC,MCC,NDCG,AP
5A12_Ang2_fitness_4ZFG,0.18776368351313652,0.6128775834658188,0.147456279809221,0.6710114979623669,0.17303558779623351
5A12_VEGF_fitness_4ZFF,0.33881427438458406,0.9579920184835119,0.5652173913043478,0.8623422754385659,0.6330075391213025
Z-domain_ZpA963_HL1_fitness_2M5A,0.7145846088103447,0.8313218390804599,0.2752873563218391,0.787281351336477,0.34729279502171573
Z-domain_ZpA963_HL2_fitness_2M5A,0.6513193360760392,0.8825085589791472,0.4226579520697168,0.8892986734242141,0.4638284584093072
CXCR4_CXCL12_enrich_8U4O,0.3755540989319307,0.6722773242822475,0.15912923637870194,0.6982491591762098,0.19048390586614355
hYAP65_peptide_FunctioncalScore_1JMQ,0.7021913555311079,0.8490667473391365,0.40190659256750927,0.9002043036879166,0.4424299565757274
GB1_IgG-Fc_fitness_1FCC,0.9497923692873897,0.9674220572321495,0.6702196502156668,0.9693791783896009,0.7899308074619801
GB1_IgG-Fc_fitness_1FCC_2016,0.8390690916447686,0.8886597938144329,0.4649102710958381,0.9110393601717577,0.4782739053676776
SARS2-RBD_ACE2_deltaKd_6M0J,0.8374341312947423,0.8870215952304882,0.36710727251535186,0.8873862246169748,0.3998109817754162
KRAS_DARPinK27_norfitness_5O2S,0.8594192434335459,0.9105597902447458,0.502993970834862,0.9330776711863742,0.5800704292787512
KRAS_PICK3CG-RBD_norfitness_1HE8,0.9028224640483152,0.9468098802116539,0.6112978083915399,0.9565764665102732,0.7318403822647024
KRAS_RAF1_norfitness_6VJJ,0.8698254043293541,0.9535466908215967,0.593399753860821,0.9569908590101185,0.6790851770904914
KRAS_RAF1-RBD_norfitness_6VJJ,0.9142307740765458,0.9473740712969403,0.590930447960795,0.9550300926662832,0.6920833733458092
KRAS_RALGDS-RBD_norfitness_1LFD,0.9033772664462718,0.9427339962001736,0.5930318308104551,0.9518947720674628,0.6734565485805785
KRAS_SOS1_norfitness_8BE4,0.8508204688098772,0.910002394640104,0.5030452026444316,0.9317544100240589,0.5936017869111625
BH3_Mcl-1_normed_3KZ0,0.8887403999844061,0.9627329192546584,0.6611694152923538,0.962959390905535,0.7031675602870595
BH3_Bcl-xL_normed_1PQ1,0.8593988538458539,0.8888412936388949,0.41914756907260653,0.9153066804821054,0.5082503695378752
HLA-A2_TAPBPR_meanscore_5WER,0.761228747379911,0.8504427017455098,0.343152631657267,0.8508393788420239,0.4074884647122883
PSD95_CRIPT_1BE9,0.8063964144393643,0.8876236608058805,0.47949616863364286,0.9168091488109558,0.5301001153410644
PSD95_Tm2F_1BE9,0.7242740867638776,0.7877405197099046,0.3247517863355367,0.8814256552209725,0.39423136478613197
ACE2_SARS2-RBD_enrich_6M17,0.7227775167067712,0.7742221541275799,0.3656751931992024,0.8668631789183416,0.4374521386561264
CD19_FMC63_Fitness_7URV,0.6956231862960321,0.9406263406263408,0.5025664319781967,0.946696714708023,0.5922867656408434
