DMS_id,Spearman,AUC,MCC,NDCG,AP
5A12_Ang2_fitness_4ZFG,0.2282606590678554,0.609697933227345,0.147456279809221,0.6574575929758245,0.15632393859719196
5A12_VEGF_fitness_4ZFF,0.06328874213846111,0.5427431211930267,-0.014492753623188406,0.4827685773965014,0.12031327224980207
Z-domain_ZpA963_HL1_fitness_2M5A,0.012948848064493593,0.5844827586206897,-0.0034482758620689655,0.5040733847131732,0.13389932616302014
Z-domain_ZpA963_HL2_fitness_2M5A,0.31434761861772786,0.7236227824463118,0.01027077497665733,0.5604258587793934,0.17336823208305188
CXCR4_CXCL12_enrich_8U4O,0.12976538201992688,0.451948970896953,0.0040750530159094,0.6119175906894668,0.09942208231669392
hYAP65_peptide_FunctioncalScore_1JMQ,0.5586933157066876,0.7035923732977445,0.13625596743886487,0.7530584524087518,0.19597274260205796
GB1_IgG-Fc_fitness_1FCC,0.044411398156810215,0.4602795692726053,-0.036828462796735656,0.5292528090507077,0.08783163161857598
GB1_IgG-Fc_fitness_1FCC_2016,0.15607336547325923,0.44509354715540284,-0.0907598319969454,0.6452819953838395,0.08521234154420113
SARS2-RBD_ACE2_deltaKd_6M0J,-0.01784579255392749,0.49713845170789983,-0.036296623218114867,0.4753262638182688,0.09335844089313243
KRAS_DARPinK27_norfitness_5O2S,0.5480868908661779,0.7014494241320204,0.1731730361486148,0.8281945543127003,0.20846212981162837
KRAS_PICK3CG-RBD_norfitness_1HE8,0.5692741507164687,0.6788031328434871,0.15954719582277896,0.8345485084082847,0.19016779238490392
KRAS_RAF1_norfitness_6VJJ,0.5747696334394699,0.8046482479795546,0.35855305997008835,0.8820267600494052,0.3679572678523715
KRAS_RAF1-RBD_norfitness_6VJJ,0.6151607888920401,0.7763324838478886,0.2753762096937411,0.8659529836458498,0.29631002254253047
KRAS_RALGDS-RBD_norfitness_1LFD,0.6231025911195573,0.7806769272614098,0.2832990094272712,0.8694984347009224,0.3210654256015835
KRAS_SOS1_norfitness_8BE4,0.5525140265557293,0.6994765677076393,0.16335458166720768,0.8314445404507631,0.20486214907569772
BH3_Mcl-1_normed_3KZ0,0.3137140852208491,0.7746840865281645,0.22553009209680874,0.7549963316171214,0.2697636438791008
BH3_Bcl-xL_normed_1PQ1,0.06732057229737631,0.3784536303276933,-0.06489612336688798,0.5242861721442712,0.08235893402727794
HLA-A2_TAPBPR_meanscore_5WER,0.3259260090295827,0.6034543136758879,0.06449011175428937,0.673352983319293,0.14415246264674078
PSD95_CRIPT_1BE9,0.5413071837981496,0.6598513840197678,-0.005838484937690119,0.679747577188844,0.13474703442153768
PSD95_Tm2F_1BE9,0.3011831195930893,0.39323021204092734,-0.048041498291719074,0.6295126759494861,0.07800433845284689
ACE2_SARS2-RBD_enrich_6M17,0.19870453639973865,0.5878966416186715,0.02060249829956845,0.5738294540894889,0.1180812404299357
CD19_FMC63_Fitness_7URV,0.1323785700560189,0.6016175839705251,0.12684533272768567,0.715019654627604,0.15760918250388894
